,Unnamed: 0,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,X,Y,cluster
222,309,5.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,2.0,4.0,5.0,1.0,5.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,2.0,2.0,3.0,never smoked,never,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,5.0,1,3.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,1,1.0,4,i am often running late,sometimes,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,few hours a day,3.0,4.0,3.0,2.0,4.0,4,3.0,16.0,158.0,50.0,0.0,female,right handed,secondary school,yes,village,house/bungalow,-178.0753759859349,-2.1992340611678856,1
223,311,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,1,1.0,3.0,1.0,2.0,former smoker,social drinker,3.0,5.0,3.0,2.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,1,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3,4.0,3,i am often early,everytime it suits me,3.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,4.0,5.0,few hours a day,3.0,5.0,1.0,5.0,5.0,5,5.0,18.0,167.0,57.0,0.0,female,right handed,college/bachelor degree,yes,city,block of flats,-176.0767331255159,1.18757779194526,1
224,312,2.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2,1.0,1.0,3.0,3.0,tried smoking,social drinker,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,2,2.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3,1.0,4,i am often early,sometimes,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,3.0,4.0,few hours a day,2.0,3.0,5.0,5.0,1.0,2,3.0,15.0,170.0,75.0,1.0,male,right handed,primary school,no,city,house/bungalow,-175.07503092174338,-0.6700682191493115,1
225,314,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,3.0,2.0,3,3.0,3.0,5.0,2.0,never smoked,never,2.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,2.0,5.0,4.0,5.0,1.0,5.0,2,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,4,2.0,5,i am always on time,sometimes,3.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,3.0,few hours a day,3.0,5.0,3.0,2.0,1.0,3,3.0,20.0,180.0,75.0,2.0,male,right handed,secondary school,no,village,house/bungalow,-173.0764178671208,5.173065433627237,1
226,315,5.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.0,3.0,4.0,4.0,tried smoking,social drinker,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,5.0,3.0,5.0,1,4.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,4,3.0,2,i am often running late,sometimes,2.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,3.0,few hours a day,1.0,5.0,5.0,5.0,5.0,4,2.0,20.0,184.0,68.0,1.0,male,left handed,secondary school,no,city,block of flats,-172.07552228361035,-3.3222686373040324,1
227,316,5.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,1.0,3.0,3.0,2.0,3.0,3,2.0,3.0,3.0,3.0,former smoker,social drinker,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2,3.0,3.0,1.0,2.0,5.0,3.0,2.0,5.0,4,1.0,3,i am often running late,sometimes,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,less than an hour a day,3.0,5.0,5.0,3.0,3.0,3,3.0,20.0,170.0,60.0,1.0,female,right handed,secondary school,yes,city,house/bungalow,-171.0747459222941,-3.797232399000211,1
228,319,5.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,5,4.0,1.0,4.0,5.0,former smoker,social drinker,4.0,4.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,2.0,4.0,1,4.0,4.0,2.0,1.0,3.0,3.0,3.0,5.0,5,3.0,4,i am often running late,sometimes,3.0,2.0,5.0,4.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,3.0,few hours a day,3.0,5.0,4.0,3.0,2.0,2,4.0,18.0,166.0,65.0,1.0,female,left handed,secondary school,no,city,block of flats,-168.07587709117556,0.22077891354683965,1
229,322,5.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,5,2.0,4.0,5.0,1.0,tried smoking,social drinker,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,5,2.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,3,2.0,4,i am always on time,everytime it suits me,1.0,5.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,1.0,5.0,4.0,4.0,few hours a day,2.0,5.0,4.0,2.0,3.0,1,4.0,18.0,160.0,50.0,1.0,female,right handed,primary school,no,city,block of flats,-165.07576109471606,4.967277081862443,1
230,323,5.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,4,1.0,2.0,5.0,4.0,never smoked,social drinker,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,2,2.0,2.0,5.0,4.0,2.0,3.0,4.0,5.0,3,3.0,2,i am often early,never,2.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,few hours a day,4.0,5.0,2.0,3.0,4.0,3,4.0,20.0,178.0,68.0,1.0,male,left handed,secondary school,no,village,house/bungalow,-164.07692890694082,-0.49051643585427107,1
231,324,5.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,3,4.0,3.0,4.0,5.0,never smoked,social drinker,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4,2.0,3,i am often running late,sometimes,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,few hours a day,3.0,3.0,3.0,3.0,3.0,3,4.0,18.0,168.0,65.0,1.0,female,right handed,primary school,no,city,block of flats,-163.07560637244956,-0.7295569492262015,1
232,325,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,3.0,4.0,tried smoking,social drinker,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,4.0,1.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,1,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3,1.0,3,i am often early,sometimes,2.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,less than an hour a day,4.0,3.0,4.0,3.0,4.0,4,4.0,19.0,185.0,62.0,1.0,male,right handed,secondary school,no,village,house/bungalow,-162.0756393217907,1.2060168488490668,1
233,326,5.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1,1.0,1.0,3.0,2.0,never smoked,social drinker,3.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,4.0,1,2.0,5.0,5.0,1.0,3.0,2.0,5.0,4.0,3,1.0,3,i am often running late,only to avoid hurting someone,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,few hours a day,3.0,3.0,5.0,5.0,3.0,2,5.0,19.0,175.0,58.0,0.0,female,right handed,college/bachelor degree,yes,city,block of flats,-161.07588526121566,-0.43459295509759577,1
234,327,5.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,5,3.0,1.0,2.0,3.0,tried smoking,social drinker,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,5.0,4,2.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,3,1.0,3,i am often early,sometimes,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,few hours a day,5.0,4.0,4.0,2.0,3.0,3,3.0,20.0,167.0,55.0,1.0,female,right handed,secondary school,no,city,block of flats,-160.07544612578982,-1.46200722549172,1
235,329,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3,3.0,4.0,4.0,3.0,never smoked,drink a lot,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,1,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3,2.0,3,i am always on time,everytime it suits me,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,few hours a day,2.0,5.0,4.0,4.0,5.0,3,4.0,17.0,160.0,60.0,1.0,female,right handed,primary school,no,city,block of flats,-158.07571434100558,-1.905049860854875,1
236,331,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,2.0,1.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,3,1.0,1.0,1.0,2.0,former smoker,social drinker,5.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,4,2.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,3,3.0,4,i am always on time,sometimes,3.0,5.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,3.0,few hours a day,3.0,3.0,3.0,4.0,3.0,4,5.0,17.0,182.0,92.0,1.0,male,right handed,secondary school,yes,village,house/bungalow,-156.0753762752082,0.05610464303379037,1
237,332,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,1.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,4,2.0,5.0,5.0,1.0,tried smoking,social drinker,3.0,3.0,3.0,5.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,1.0,2.0,3,3.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,2,1.0,2,i am often early,sometimes,3.0,1.0,5.0,3.0,2.0,3.0,5.0,5.0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,few hours a day,5.0,1.0,3.0,1.0,2.0,1,2.0,22.0,165.0,60.0,2.0,female,right handed,secondary school,no,village,house/bungalow,-155.0761434917177,-2.7987985672566498,1
238,333,5.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,1.0,4.0,3.0,3,3.0,1.0,3.0,2.0,never smoked,never,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0,5.0,4,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4,3.0,5,i am often running late,sometimes,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,few hours a day,3.0,4.0,3.0,1.0,4.0,2,3.0,16.0,174.0,65.0,1.0,female,right handed,secondary school,yes,city,block of flats,-154.07592933308015,-0.6268437154680832,1
239,334,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,1,1.0,4.0,4.0,3.0,never smoked,never,2.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0,1.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,2,3.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,4,4.0,4,i am often early,sometimes,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,few hours a day,4.0,3.0,2.0,1.0,2.0,3,4.0,24.0,169.0,50.0,1.0,female,right handed,masters degree,no,city,block of flats,-153.07569069776454,0.14643837928282144,1
240,335,5.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2,1.0,1.0,2.0,2.0,tried smoking,social drinker,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,4,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4,3.0,3,i am always on time,only to avoid hurting someone,4.0,2.0,5.0,2.0,5.0,3.0,2.0,1.0,4.0,2.0,5.0,2.0,5.0,2.0,3.0,1.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0,few hours a day,3.0,3.0,2.0,5.0,2.0,4,2.0,17.0,185.0,73.0,1.0,male,right handed,primary school,no,city,block of flats,-152.0756250611959,-0.7150283317375292,1
241,336,5.0,4.0,3.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0,1.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,5.0,5,4.0,1.0,5.0,3.0,never smoked,never,3.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,3,1.0,1.0,5.0,2.0,5.0,4.0,2.0,4.0,3,1.0,3,i am always on time,sometimes,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,few hours a day,5.0,2.0,3.0,1.0,1.0,2,1.0,17.0,170.0,60.0,1.0,male,left handed,secondary school,no,city,block of flats,-151.07512144267702,-2.0119687671348463,1
242,337,5.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,3.0,1,1.0,1.0,1.0,2.0,tried smoking,drink a lot,4.0,3.0,3.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,4,2.0,5,i am often running late,everytime it suits me,1.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,few hours a day,1.0,1.0,3.0,4.0,3.0,4,2.0,17.0,182.0,76.0,2.0,male,right handed,secondary school,no,city,house/bungalow,-150.07459077734,-4.041738961522871,1
